10151475870412592_10052349	Kaylee Cox
10151453631942592_9976896	my dad left my mom 4 another soooooo ya :'(
10151453631942592_9976998	way to much
10151453631942592_9977022	Sydney Carroll it's you hahahah ❤❤❤❤❤ dying 󾌴󾌴󾌴
10151453631942592_9977246	q
10151453631942592_9977518	lol toooooo funny!!!!
10151453631942592_9978028	Hahahahaha
10151453631942592_9978290	Gru awesome dad ^_^
10151453631942592_9978335	awwww lol xD
10151453631942592_9979170	ha ha ha!so cute
10151453631942592_9979669	CAn't wait!! hahaha
10151453631942592_9980737	haaaaaaaaaaaaa nooo pinks not my color
10151453631942592_9980993	honey boo boo
10151453631942592_9982208	hahaha
10151453631942592_9984201	Haha funny:)
10151453631942592_9986555	dhaansuuu.....wooo bravo....:-);-)
10151453631942592_9995220	hahahaha nice pink drees
10151453631942592_10002934	my dad....... hes ok
10151453631942592_10007969	LOL xD
10151453631942592_10018450	gruu :-)
10151453631942592_10019487	ha ha
10151453631942592_10025423	hahahahahaha boy be agirl
10151453631942592_10047151	Hahaha
10151453631942592_10047338	whahahaha a
10151453631942592_10052629	ha!ha!
10151453703652592_9964625	hahahaha uu nga Deathgrip de Roxas wifeycheysskoo eh sakto sa yellow chucks ko babykoo oh hahahaha mwuaaaaaahhh
10151453703652592_9965043	Shaykh Waqas
10151453703652592_9965076	hahaha Ayesha Ji :D
10151453703652592_9965433	XDDD
10151453703652592_9966244	So you
10151453703652592_9966784	Haha hahahaaaahha lil
10151453703652592_9967449	Hahaha Cute Lol
10151453703652592_9967807	Hahahahaha
10151453703652592_9968883	haha awesome
10151453634962592_9959585	Wow. All i can say. Wow.
10151453634962592_9959587	Can't waaiit!! (:
10151453634962592_9959598	no way!!!!!!!!!!!!!!!!!
10151453634962592_9959601	oooooooooooooooooooooooooooooooooohh AHAHAHAH XD
10151453634962592_9959618	America Millan miraaaa
10151453634962592_9959636	OOOoooo. :)
10151453634962592_9959649	Dun dun duuuuun!
10151453634962592_9959650	i wan to see the movie now. hahahahahahhaahhaha
10151453634962592_9959652	Ooooooooooh. DX Im so excitedddddddd
10151453634962592_9959660	Aawee jeez <3
10151453634962592_9959712	dawwww
10151453634962592_9959715	Awwww
10151453634962592_9959729	Nooooo!!!
10151453634962592_9959735	Awww lol
10151453634962592_9959749	YAYY !!
10151453634962592_9959753	okaaaaaaay
10151453634962592_9959824	ooh la la!!!
10151453634962592_9959827	woah!
10151453634962592_9959835	Shaqui Diaz
10151453634962592_9959856	sooooooooo exited
10151453634962592_9959867	Oh boy lol
10151453634962592_9959895	Aww.
10151453634962592_9959912	Isaac!
10151453634962592_9959934	can't wait awaaa
10151453634962592_9960024	Wuh woah....
10151453634962592_9960035	Soo want to see
10151453634962592_9960056	awww!
10151453634962592_9960080	Sooooo cuteeee!
10151453634962592_9960112	oooo, fun!
10151453634962592_9960165	Awww shiiit
10151453634962592_9960173	Ohh myy glob!!
10151453634962592_9960273	WOOOOOOAAHHH!
10151453634962592_9960294	awww
10151453634962592_9960295	RIIICCCOOO xD
10151453634962592_9960333	YAY ROMANCE
10151453634962592_9960471	Awwwww
10151453634962592_9960534	awww :D
10151453634962592_9960574	Ooooooo Erika........
10151453634962592_9960650	SO CUTE! :D
10151453634962592_9960693	Hubba . Hubba.
10151453634962592_9960735	awwww
10151453634962592_9960806	WHY??!?
10151453634962592_9960837	Yehey !
10151453634962592_9961018	Gabby Deborah http://www.imdb.com/name/nm2030779/?ref_=tt_cl_t6
10151453634962592_9961033	Awww.
10151453634962592_9961048	Oooobadoooo!
10151453634962592_9961125	he is sooooooooooooooo hotb<3 :)
10151453634962592_9961325	AWwwwwww :x
10151453634962592_9961430	aww c'; <3
10151453634962592_9961583	wat
10151453634962592_9961758	hihi♥
10151453634962592_9961849	Awwww...
10151453634962592_9961957	YAY BAD BOY CRUSH lol
10151453634962592_9962010	^Oh you know he'll hate it!!! hahahaha!
10151453634962592_9962017	Aww! :)
10151453634962592_9962069	Awwww....... :3
10151453634962592_9962080	Awww...!!!
10151453634962592_9962091	cant wait yay XD
10151453634962592_9962499	<3 XDDD
10151453634962592_9962523	Nadine !!! oooooo
10151453634962592_9962826	Haha :D
10151453634962592_9962924	hihiii <3
10151453634962592_9962927	uyyyyyyyyiiieee!
10151453634962592_9963219	Salma Mustafaشبه مباالغة!
10151453634962592_9963383	Bhoomika Rahinj ;)
10151453634962592_9963405	o yeeeeeeeeeee....:D :D :D :D :D...
10151453634962592_9963508	Ohhh lala
10151453634962592_9963617	oo lala hes is cute
10151453634962592_9963871	Way to go Margo!
10151453634962592_9966490	Aww. 󾌬󾌬
10151453634962592_9966596	Ooo lala CUTE!
10151453634962592_9966893	AWESOME!!!!!!!!!!!!!!!!!!!!!!!!
10151453634962592_9967384	hahaha
10151453634962592_9967462	Isabel Medina miraaaaaaaa
10151453634962592_9968354	Yay!
10151453634962592_9968556	Aww
10151453634962592_9970981	wat
10151453634962592_9982784	󾆠󾆠󾆠󾆠󾆠boy girl is so good
10151453634962592_9993611	wuuu i wanna watch it ....
10151453634962592_10007967	Awww
10151453634962592_10013960	:O whaaaaa !!!
10151453634962592_10032197	ha margo was cute
10200585376410030_5515664	Hhahaha <3
10200585376410030_5515665	haha
10200585376410030_5515669	(Y)
10200585376410030_5515672	Aaah I can't wait ♥
10200585376410030_5515693	Hahahaha Kaylee & Courtney
10200585376410030_5515705	dadadada =))
10200585376410030_5515718	xD
10200585376410030_5515746	Lol!!!xD
10200585376410030_5515762	:x :))
10200585376410030_5515777	haha awsome
10200585376410030_5515823	Hahaha Eli Green
10200585376410030_5515892	Komal Shah Nayab Syed <3
10200585376410030_5515910	hahhaaa.. Gru !! so funny :D
10200585376410030_5515912	hahaha! xD Gru!!! :'''D
10200585376410030_5515918	Ya kierooooooooo verlaaaaaaaaaaaa
10200585376410030_5515919	XD 0_0
10200585376410030_5515929	Shahriar Shantaz
10200585376410030_5515943	bee boo bee boo bee boo
10200585376410030_5515949	Gruuu :*
10200585376410030_5515981	can't wait !!!! ha ha ha ha ha ha ha
10200585376410030_5516013	XD
10200585376410030_5516014	aaaaaaahhhhhhhh Marlon Soto *_*
10200585376410030_5516024	Yahoo!
10200585376410030_5516041	Jason Wenaas
10200585376410030_5516048	Shreyaaaaa!!!!! So cute :3
10200585376410030_5516095	Haley Goodtime
10200585376410030_5516102	HAHAHA! "wuka | kakao | baabakam? heh?"
10200585376410030_5516111	Haha oh my!
10200585376410030_5516152	Ccccaaaaannnnnttttt wwwwwaaaaaaiiiiiiitttttt
10200585376410030_5516191	Faby Vazquez hahahha babyyyy
10200585376410030_5516225	hahahha :D
10200585376410030_5516249	hah
10200585376410030_5516273	Hahahaha!!!
10200585376410030_5516276	mocha , kakayu , babadum XD
10200585376410030_5516290	Xaraa Aar Kay :D
10200585376410030_5516300	looks good!
10200585376410030_5516308	I wanna see it so bad
10200585376410030_5516310	Mashaal Amjad :D :3
10200585376410030_5516334	Niloofar, ^_^ ^_^ ^_^
10200585376410030_5516335	i want to c soooo bad
10200585376410030_5516357	Bahahaha! Nichole Larson
10200585376410030_5516380	Maddie Magdalena
10200585376410030_5516417	aww cool
10200585376410030_5516430	yeii=p
10200585376410030_5516487	OHMYGOODNESS XDD
10200585376410030_5516494	Can't waiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit :D
10200585376410030_5516501	Hahaha
10200585376410030_5516524	kakaa
10200585376410030_5516538	waw
10200585376410030_5516571	Haaaaaah :)
10200585376410030_5516593	GRU IS MY HERO!
10200585376410030_5516679	Nïmah Mosafeer
10200585376410030_5516690	Ux Sn :X
10200585376410030_5516705	Vidhi Jani
10200585376410030_5516745	Hahahahaha
10200585376410030_5516777	MADE MY DAY
10200585376410030_5516906	Lyna Payne  watch
10200585376410030_5516933	Hahhahahahahah....hahah...)/)/))/hahahhahahahahahahhah
10200585376410030_5516952	wae wae
10200585376410030_5516953	LMBO!! awwwwwww :D
10200585376410030_5516998	Maxx Peak
10200585376410030_5517017	hahahahhaha....:)...
10200585376410030_5517025	SOMETIMES I EAT INSTEAD OF FACING MY PROBLEMS hahahaha
10200585376410030_5517039	I wanna go see it haha :-P
10200585376410030_5517138	Anya Shober here u go
10200585376410030_5517154	sooo cute
10200585376410030_5517162	I wanna see thus so bad
10200585376410030_5517167	ahahahhahaahh i want to see it
10200585376410030_5517198	Tamra Boyd
10200585376410030_5517236	ahhh i wanna see it!!!!
10200585376410030_5517252	i love u GRUUUUuuuuuuuu :D
10200585376410030_5517292	Ooooooo hell yaaaa got 2 get it (:
10200585376410030_5517305	Dawh <3
10200585376410030_5517328	Marilyn Garcia lmao I'm soooo ready!!!
10200585376410030_5517427	Lol! Sandra you made my day.
10200585376410030_5517435	made my day
10200585376410030_5517533	(Y)
10200585376410030_5517545	Hahaha lol
10200585376410030_5517552	Poor kazoo guy! <3
10200585376410030_5517560	hahahaahah!!!!!!!!!!!!!!
10200585376410030_5517780	I want to see this sooooooooooooooooooooooo bad
10200585376410030_5517801	haha
10200585376410030_5517805	sooooooooooooooooooooooooooooo cooooooolllll!!!!!!!!!
10200585376410030_5517822	Bahahahha!!! So excited!
10200585376410030_5517833	ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
10200585376410030_5517885	esta chevere aaaaaaaaaaaaaaa
10200585376410030_5518117	lmao i wanna see it alreaddyyy!!!
10200585376410030_5518124	hahahahaha too funny
10200585376410030_5518312	Bubadum!!
10200585376410030_5518320	hahaa aww :3
10200585376410030_5518333	tix are already on sale!!!!!  yay!!!!!!
10200585376410030_5518342	ha
10200585376410030_5518385	woah... 3D AT 0:34!!!!
10200585376410030_5518434	mega ludoooo :D
10200585376410030_5518500	Karla Karla Lozano.. wwwwooooowwwww.  Lol.
10200585376410030_5518661	Lol ahahaha
10200585376410030_5518691	Aww yeah http://youtu.be/YVkUvmDQ3HY?t=32s
10200585376410030_5518796	i <3 Gru, hahaha
10200585376410030_5518821	im soooo excited
10200585376410030_5518857	hahah funnny
10200585376410030_5518945	OMG I lol at this hahahaha FOR REAL!!!! I wanna see this sooo badly!
10200585376410030_5518963	ha ha ha that was funny :)
10200585376410030_5518994	hahaha so funny
10200585376410030_5519015	ahahahahahaha!!! aweaome!!!! :p
10200585376410030_5519105	Alexandra Fay Alibcag
10200585376410030_5519122	muhahahaha'
10200585376410030_5519133	muhahahahahaha nice dress hero hahahahahaha
10200585376410030_5519172	Rafael Magallanesi wanna go watch this
10200585376410030_5519362	He loks sooooo sexy...;) lol
10200585376410030_5519396	xixixi.. XD
10200585376410030_5519433	yeeyee
10200585376410030_5519457	Ha ha ha ha
10200585376410030_5519464	Aaah i sooo want to see this
10200585376410030_5519515	Cahaya Eza
10200585376410030_5519518	Yaaaaaiiiiiiiii !!!!!! can't wait
10200585376410030_5519601	haha󾌰󾮗󾮟
10200585376410030_5519623	haha
10200585376410030_5519637	Lmmmaaooooo OMMGGG ashley Ashley Achkar
10200585376410030_5519772	Aaaaaaaa can't wait
10200585376410030_5519896	Naa ra Banban Lozano.  :)
10200585376410030_5519918	haha
10200585376410030_5519949	Hahaha! Aphie Esclanda yun babadam hahaha!
10200585376410030_5519959	Lol ahahaha I'm sooo gonna see that :-)
10200585376410030_5519972	Meelliissaa Daammaarriiss miraaaa!!!! :D
10200585376410030_5520062	Sheena Lu
10200585376410030_5520217	hahahahaha!!
10200585376410030_5520268	soo cute
10200585376410030_5520344	Swetha Nagaraj
10200585376410030_5520393	hahaha lol
10200585376410030_5520400	look at the fairy hahahahaha cute
10200585376410030_5520430	hahhahah !!!
10200585376410030_5520446	aha
10200585376410030_5520478	XD
10200585376410030_5520495	hahahaha nana di ay
10200585376410030_5520500	haha
10200585376410030_5520636	hahahahahaha
10200585376410030_5520655	I sooooooooooooooo love him!!!!!!!!!!!!!!!!!!
10200585376410030_5520672	AWSOMEE!!!
10200585376410030_5520676	Kyoya Bonafe Hibari
10200585376410030_5520745	Dios Maria me MUUUUERO de ganaaaaas
10200585376410030_5520824	xaxaxaxaxaxa <3
10200585376410030_5521142	Haha
10200585376410030_5521248	Joyce Ann Frigillana hahahah :D Watch mo dalii.
10200585376410030_5521250	XD
10200585376410030_5521317	hahaha she is a fairuy dad
10200585376410030_5521345	good (y)
10200585376410030_5521420	13 days
10200585376410030_5521467	Suzan Suzy Suzy Suzy Suuuuuuuuuzyyyyyy!!!!!!!!!!
10200585376410030_5521488	Waaaaaaaaa ❤❤❤❤❤
10200585376410030_5521510	weeeeeeeeeeeeeeeeenaaaaaaaa jajajjaa
10200585376410030_5521516	hiyah
10200585376410030_5521578	hahahahahahahahahahahahahahhahahahahahahahahahahahahahahaha lol lol lol lol lol ol lol
10200585376410030_5521614	haha wanna wach dis
10200585376410030_5521623	Gabby
10200585376410030_5521678	hahaha its so funny
10200585376410030_5521999	Haaa
10200585376410030_5522034	Aiden screams "Banaaaaaaaaaaaaaaaaah!" *Punches a Guy*
10200585376410030_5522126	here go nala barry
10200585376410030_5522601	Haha
10200585376410030_5522707	haaaaaa women
10200585376410030_5522950	https://twitter.com/Seleeeasdfghjkl SEGUIME Y TE SIGO ♥
10200585376410030_5523071	hahaha i want to see it
10200585376410030_5523650	Awwm󾌫❤󾌧
10200585376410030_5523700	haha <3
10200585376410030_5524392	Shelby Callahan Ikr!!!!!
10200585376410030_5524411	hahaha
10200585376410030_5524429	Mauhahaha Daniel Garcia
10200585376410030_5524848	Awwe
10200585376410030_5524882	Mario Rodríguez lol xD i wanna see it babe xD
10200585376410030_5524931	cooooooooooooooool gru!
10200585376410030_5524998	Muga! Gagao! Babadum!
10200585376410030_5525057	happy birthday ;
10200585376410030_5525147	hahahaha!!!
10200585376410030_5525259	aha
10200585376410030_5525507	Dea Salihu kqyree bre.. Awww mi honger
10200585376410030_5525652	GUESS WHOS BACK, BACK AGAIN! BHLALALALA LALALALA! lol Shady!:D
10200585376410030_5525663	Hahahahahahhhahahahaaaaaa.... They used an Eminem song... XD
10200585376410030_5525777	Hahaha I can't wait!!
10200585376410030_5525796	hahaha
10200585376410030_5526033	LMAO XD
10200585376410030_5526111	Shanda :)
10200585376410030_5526137	XD
10200585376410030_5526216	Hahahaha :D
10200585376410030_5526271	Melanie Shegengiie Xingjuan lmaooooooooooooooooooooooooooooooooooo
10200585376410030_5526339	looooooooooooooooooooooooooooooooooooooooool cnt w8 na
10200585376410030_5526873	Toooo Cute = D
10200585376410030_5527417	ha
10200585376410030_5527567	dwl
10200585376410030_5527804	hahaha
10200585376410030_5527985	Haha..funny.
10200585376410030_5528074	Lol hahaha I can hardly wait!!!
10200585376410030_5528472	hahahaha!
10200585376410030_5528474	Buahahaha! Doesn't this look so good? Jeffrey Dena
10200585376410030_5528488	Naaomii Roblesz lol haha
10200585376410030_5528510	Jaime Vega babe we MUST see !!!
10200585376410030_5528584	Mommy show daddy!! Shanna Higgins
10200585376410030_5528652	Me too Samm Shaw
10200585376410030_5528663	xD hahaa
10200585376410030_5528833	Gay
10200585376410030_5528996	15 days to go
10200585376410030_5529814	ahahah
10200585376410030_5533109	f.u.n.n.y
10200585376410030_5539168	ha ha ha ha ha
10200585376410030_5540625	haaha
10200585376410030_5540840	haha funny
10200585376410030_5543596	ahahahahahahahahahahah thid id going to be sooo funny
10200585376410030_5544281	hahahahahahahahahahahahahahaha lol boy acting like a girl
10200585376410030_5544497	Hahahhahhaahahahhahahahahahahhahahahahahhahahahahahahahahhahahahahahhaaaaaa FAIRY
10200585376410030_5568819	Hahahaha ow ow ow.. Willeke Nooijen
10200585376410030_5569922	Haaaaaaa haaaaa boy be girl
10151451768997592_9950972	APPLE!
10151451768997592_9951033	Good game
10151451768997592_9951203	haha Alex Sanchez ^_^
10151451768997592_9951558	Yeehaw!! ;-)
10151451768997592_9953082	how
10151451768997592_9970942	add me~ XD
10151451768997592_10004300	ubdhhnhhyy
10151451634442592_9950085	Awwwwwwww....... <3
10151451634442592_9950488	awww
10151451634442592_9950808	ahhhhh
10151451634442592_9951247	Aww
10151451634442592_9951326	LOL!!! Ha-Ha-Ha-Hawwwwwwwwwwwwwwwwwwwwwwwwwwwwwww!!
10151451634442592_9951907	Dawww.
10151451634442592_9952452	Aww :(
10151451634442592_9961404	Aww
10151450171707592_9943021	Ohh banana me want
10151450171707592_9943022	Eye See banana!
10151450171707592_9943044	hahahahahaha :)
10151450171707592_9943045	Ban-na-na-na? Oh oh yeah! Hee hee... Coco nuta-ta-ta bra.hee hee yeah...
10151450171707592_9943063	i cant wait to see the movie with my kiiids!!!!.. im soooo happyyyyyy!!.. :).. bananaaaaaaaaaa... jeeee!!.. XD
10151450171707592_9943131	BAaaaaaanaaaaAaa lol
10151450171707592_9943143	Look your twin!!!!!...hahahahaha!!!!!! Ooooooooo!!!! :/
10151450171707592_9943161	Baanaanaa!!!!
10151450171707592_9943175	need a banana?
10151450171707592_9943185	"Ba na na???" "Eh? Wot fo??" "Ohhhwaahahaha!!!"
10151450171707592_9943215	This is a banana and i am happy to see you...ohhhhhhhh bannnaannnnaaaa
10151450171707592_9943216	Bahnahnah whaaaat?
10151450171707592_9943236	BAHNAN-NO!
10151450171707592_9943239	Wo/uld you like my other banana Whaaaat
10151450171707592_9943248	Baaaahhhh naahhhh nah?Aaah?
10151450171707592_9943250	Ba nah nah nah ... Do dooo da doda
10151450171707592_9943326	Wah...BA NA NA!!
10151450171707592_9943391	MMmmm Bananaaaa
10151450171707592_9943405	Banana? Say whaaaaaat?
10151450171707592_9943443	Want a banana? To bad. ha ha ha
