419551477591_2817332	this is literature?
419551477591_2817933	ohhhhhh and when she says "awww my catterpillar never turned into a butterfly" and then her sister says "thats not a caterpillar... its a cheetoh" and she eats it! >;]
419551477591_2817934	the Cheeto/butterfly scene :D
419551477591_2817936	It's so fluffy!!!! 
419551477591_2817938	ITS SOOOO FLUFFYYYYYYYYYYYYYYYYYYYY!!!!!
419551477591_2817939	It's SOOOOOOOOOOOOOOOOOOOO FLUFFLYxD i died laughing
419551477591_2817941	IT'S SO FLUFFY!!!! & Does this count as annoying?
419551477591_2817943	ITS SO FLUFFY.!
419551477591_2817945	Dose this count as annoying?
419551477591_2817946	When the kids take him to the amusement park.
419551477591_2817947	Oh def the cheek annoying sound! She's adorable!
419551477591_2817951	Is this annoying?
419551477591_2817952	It's so flufayyyyyy + its so fluffy im gunna die! 
419551477591_2817954	i dont think hes a dentist and ITS SO FLUFFYYYYY!!!!!! and my last one was its so fluffy i think i might die
419551477591_2817956	"Is this annoying...."
419551477591_2817959	does this count as annoying
419551477591_2817960	It's so fluffy I'm gonna die!!!!!! IT'S SO FLUFFY!!!!!! 
419551477591_2817961	" does this count as annoying?" jajajjajaj that was cute
419551477591_2817963	ITS SO FLUFFY!!!!!!!!!
419551477591_2817965	Every single thing!!!
419551477591_2817966	IT'S SO FLUFFY!!!
419551477591_2817967	ITS SO FLUFFY IM GONNA DIE ITS SOOOOOOOOOOOO FLUFFY
419551477591_2817968	IT'S SOOO FLUFFFFFY I COULD DIE!!!!!
419551477591_2817969	"...And may their house be made of gummy bears."
419551477591_2817970	dose this count as annoying then the sound and its so fluffy im gunna die so funny hahaha :)
419551477591_2817971	It's so fluffy I'm gonna die!!!
419551477591_2817972	 "It's so fluffy!!!" It gets me every time XD
419551477591_2817973	My favorite has to be the with the Cheeto :Daw my caterpillar didn't turn into a butterfly...its a cheeto...Oh, CRUNCH! ...
419551477591_2817974	When she sais"does this count as annoying" and makes funny souds with her cheeks xD
419551477591_2817976	IT'S SO FLUFFLY AND I'M SO HOT!!!!!!!! lol I have not even seen the movie :P
419551477591_2817977	Her unicorn song. "If they were real and they are so I can!" 
419551477591_2817978	It's so fluffy I'm gonna die!
419551477591_2817979	ITS A FLUFFY
419551477591_2817980	Great movie---
419551477591_2817983	ITS SOOO FLUFFY :DD lovedd thatt parrtt
419551477591_2817984	Does this count as annoying ?
419551477591_2817985	Its so FLUFFY im ganna DIE!!!!!!!!!!
419551477591_2817986	it's SOOOO FLUFFY
419551477591_2817989	"ITS SO FLUFFY"
419551477591_2817990	the whole amusement park scene
419551477591_2817991	"I like him; he's nice." "But scary."*thinks* "...Like Santa."
419551477591_2817993	Really? Like we didn't know what line from the movie would win?? LOL And yet people keep typing it...what ever happened to "ditto"???   :)Oh BTW..... <ditto> PS Walmart has "fluffies" and "Minions" in the claw machines games out front...Yay!!! I have a minion...still gotta grab a fluffy!!!! :(
419551477591_2817994	ALL OF THEM. AGNES MAKES THE MOVIE LOL
419551477591_2817996	when she says.....ITS SO FLUFFY!
419551477591_2817997	it's so fluffy im gonna die! and does this count as annoying
419551477591_2817998	does this count as annoying!! blub blub blub
419551477591_2817999	the its so fluffy scene
419551477591_2818000	it is so big and fluffy!!!
419551477591_2818002	Its so Fluffy!
419551477591_2818004	it's so FLUFFY!!!!!!
419551477591_2818005	It's soo FLUFFY!
419551477591_2818006	ITS SO FLUFFY IM GOING TO DIE!!!
419551477591_2818008	When she thought the cheetoh was a caterpillar :)
419551477591_2818009	"i bet the house is made of gummy bears!" :)
419551477591_2818010	ITS SO FLUFFY!!
419551477591_2818011	"Its So Fluffy Imma Die!!"
419551477591_2818012	ITS SO FLUFFY part uh laughed out loud in the movie theater 
419551477591_2818013	He's so fluffy!!!!!!!
419551477591_2818014	It's so FLUFFY! And Does this count as annoying?(: hahaLove this movie!
419551477591_2818015	where she held her breath b/c her toy unicorn disintegrated. she looked cute."it's so fluffy, i'm going to die!""does this count as annoying?"and when she eats the candy from the dog bowl :]
419551477591_2818016	It's so flufffffffyyyyyy!
419551477591_2818017	ITS SO FLUFFAYYYYY!!!! <3
419551477591_2818018	I love every part from her she is so cute and small so awesome i love her . but my fav part would have 2 b its so fluffy
419551477591_2818019	IT'S SO FLUFFY!!!! 
419551477591_2818022	"It's so FLUFFY!!!" XD
419551477591_2818023	"It's so fluffy!!!!!"
419551477591_2818024	When the minions gave her the brush unicorn and she said she loved it.
419551477591_2818025	Does this count as annoying?
419551477591_2818026	IT'S SO FLUFFY!!!
419551477591_2818027	Ohhhhhhhhhhh for sure the roller-coaster scene is the ultimate!  
419551477591_2818029	mouth noises
419551477591_2818030	hahaha when she couldnt cross her arms!!! Does this count as annoying...lol
419551477591_2818031	The BOX!!!!!!
419551477591_2818033	ITS SO FLUFFY!!! andd... i like him.. he's nice..
419551477591_2818034	IT'S SO FLUFFY I'M GONNA DIE!!!
419551477591_2818035	where she sings the unicorn song before bed. :)
419551477591_2818036	its so fluffy im going to die!!! 
419551477591_2818038	ITS SO FLUUFFFYYYY!
419551477591_2818040	it so fluffy
419551477591_2818042	"Does this count as annoying? pop pop pop pop pop" "its so fluffy Im gonna DIIEEEEEEE" "its so fluffffffyyyyyyyy"
419551477591_2818043	IT'S SO FLUFFY I'M GONNA DIE!
419551477591_2818044	"It's so fluffay im gonna die" "IT'S SO FLUFAAAAY!"
419551477591_2818045	'IT'S SO FLUFFY!'  'Would count this as annoying, plop plop plop?'
419551477591_2818046	IT IS SO FLUFFY !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
419551477591_2818047	"oooooooo!!!! fluffy doggy!!!!!!!!!!!!!!!!" chases after him
419551477591_2818048	It's sooo fluffy!!!!!!
419551477591_2818051	ITS SO FLUFFY!
419551477591_2818052	its so fluffy♣♥♥♥♥
419551477591_2818054	Is it on BlueRay disk yet?
419551477591_2818055	unicorns i luv them unicorns i luv them! (:
419551477591_2818057	Or "does this count as annoying?"
419551477591_2818059	my fav is when she blames the mess in the living room on one of the minnions and hes like WHAAAAAAT?! hahaha make me laugh so hard & due to this movie the "WHAAAAAT?!" part gets said in our house hold ALOT now lol
419551477591_2818060	"It's so FLUFFY!!!!!!!!!!" Haha
419551477591_2818061	i love wen she says "ITS SO FLUFFY!!"
419551477591_2818062	It's so fluffy I'm gonna die!!!!
419551477591_2818063	"IT's SO FLUFFY!!!!!"
419551477591_2818064	its so fluffy!
419551477591_2818065	iiiiiiiiiits sp fluuuuufffffaaayyyy lmaoand the cheese curl part, rofl defiantly a very funny movie, she was so cute.Going to buy it for my son as soon as it comes out...
419551477591_2818066	"It's so fluffy I'm gonna DIE!" also, "Does this count as annoying?"
419551477591_2818067	It's so fluffy!!!
419551477591_2818068	It's so fluffy I'm gonna die!
419551477591_2818069	it's so FUZZZZZZY
419551477591_2818070	IT'S SO FLUFFY!!!
419551477591_2818071	U actually like this garbage 
419551477591_2818072	It's SO fluffy I'm gonna DIE!
419551477591_2818073	It's so fluffy , lol
419551477591_2818074	Definitely..."IT'S SO FLUFFY!!!!
419551477591_2818079	IT'S A FLUFFY!!!!!!
419551477591_2818080	its so fluffy
419551477591_2818081	IT'S SO FLUFFY IM GONNA DIE!!!!!!!!!! hhaha and i agree with ana Ochoa agnes does make the movie! I LOVE DESPICABLE ME!
419551477591_2818082	the minions!!!!<3
419551477591_2818083	it so fluffeyy !!! i luv it!! hhaha
419551477591_2818085	"knocked OVER!" " it's so fluffy!!" and  "it was your cousins idea" "!!WHAT!!"
419551477591_2818086	"Does this count as annoying??"  she is soooo cute!
419551477591_2818087	ITS SO FLUFFY I'M GUNNA DIE!!!!!!!!!
419551477591_2818089	ITS SO FLUFFLY IM GONNA DIE!
419551477591_2818090	It's soooo fluffffaaaayyyyyy!!!!!!!!!! And does this count as annoying??
419551477591_2818091	"its so fluffy im gonna dieee"
419551477591_2818093	It's so fluffy I'm gonna die. IT'S SO FLUFFY
419551477591_2818094	awasome movie
419551477591_2818095	ITS SO FLUFFY!!!
419551477591_2818098	yeah - any time she says "flufffayyyyyY!  
419551477591_2818100	i like the part when the little minion posing as a baby got a kiss on the cheek as a reward & he liked her. AW! lol 
419551477591_2818101	"IT'S SO FLUFFY!!!!"
419551477591_2818103	its so fluffy!!! i could die!!!!! IT WAS VERY CUTE 
419551477591_2818104	"He's kinda scary..."*thinking face* "Like Santa."
419551477591_2818105	It's so fluffy im gonna die!! It's so FLUUUUUUFFFAAAAAYYYY!!!
419551477591_2818109	IT'S SO FLUFFY IM GONNA DIIIIIIEE!!!; ITS SO FLUFFY!!!!!!! : D
419551477591_2818110	ITS SO FLUFFY IM GONNA DIE
419551477591_2818112	"The unicorn is so sparkly I could just DIE!!!"
419551477591_2818113	And I like does this couture as annyoing 
419551477591_2818114	I think the "fluffy" and "annoying" quotes are so popular because so many of the people commenting on this haven't seen it... lol. BUT THEY SHOULD!!! It is my new favorite.
419551477591_2818115	Oh the cheeto scene was awesome
419551477591_2818116	ITS SO FLUFFY, aww, my caterpillar never turned into a butterfly. thats a cheetooh. *eats cheeto* and the unicorn song.
419551477591_2818117	"IT'S SOOOO FLUFFY"
419551477591_2818118	IT'S SO FLUFFY
419551477591_2818119	IT'S SO FLUFFY I'M GONNA DIE!!!
419551477591_2818120	It was your cousin's idea...."WHHHAATT??"
419551477591_2818123	"IT'S SO FLUFFY I'M GONNA DIIIE."
419551477591_2818125	love all her parts!
419551477591_2818128	Besides the obvious, it's so fluffy, I liked the scene where the minions give her the homemade unicorn and she gives him a kiss.
419551477591_2818129	The scene where she is about to sleep and she makes up a song  about unicorns, and of course  ¡¡¡IT'S SO FLUFFY!!!!
419551477591_2818130	IT'S SO FLUFFY!!!!!! I laughed so hard and say it all the time!!! 
419551477591_2818131	mine is the tiny toliet
419551477591_2818132	The unicorn song!
419551477591_2818133	"Does this count as annoying? pop pop pop pop pop" "its so fluffy Im gonna DIIEEEEEEE" "its so fluffffffyyyyyyyy"
419551477591_2818134	what!!!!!!!!!!!!!!
419551477591_2818135	The unicorn song!
419551477591_2818137	"Unicorns I love them, unicorns i love them, uni uni unicorns i loooooove them. Uni unicorns, I could pet one if they were really real, and they are. So I bought one so i could pet it..."
419551477591_2818138	All of them.
419551477591_2818139	ITS SO FLUFFFFFFFFYYYYYYYY I COULD DIE
419551477591_2818140	It's so fuzzy!!
419551477591_2818141	"IT'S SO FLUFFY!!!!"
419551477591_2818144	"does this count as anyoing?" "it's so fluffy!!!!"
419551477591_2818145	ITS SO FLUFFY!!!
419551477591_2818146	It's gotta be the when he won her the unicorn "itssssss SOooOo FLuuuuuuuuuFFy!!!! 
419551477591_2818147	I LOVE THIS MOVIE!!!!!!!!!!!!!!!!!!!! "IT SO FLUFFY!!!!!!"
419551477591_2818148	"my catapiwer didn't turn into a butterfwy"..... "thats a cheeto..."  "oh"  CRUNCH... haha
419551477591_2818149	Does this count as annoying?!???!?? :)
419551477591_2818150	"It's so fluffy I'm gonna die!!!"
419551477591_2818151	Her unicorn song before bed in the orphanage, and of course, "It's so fluffy I'm gonna dieeeeeeeeeeeeeeeeee!"
419551477591_2818153	Yes! (that means all of them)
419551477591_2818156	light.bulb.
419551477591_2818159	The it's so fluffy part waas made on purpose.. That part was hilarious I love this movie!!!!
419551477591_2818160	who are they ?thier my cousins
419551477591_2818161	When she meets the er 'dog'
419551477591_2818163	WEN THE LITTLE GRL WANTED A PONY AND HE BLEW THE THING UP AND THEY STARTED WAKIN SHE SCREEMED ITS SO FLUFFY. I HAVE THAT AS MY SIGN ON MY PHONE
419551477591_2818164	It's so fluffy I'm gonna die!
419551477591_2818166	its so fluffy im going to die
419551477591_2818167	Now make them drink the milk...
419551477591_2818168	its os fluffy
419551477591_2818169	The part where he left the minions to watch them & when he came in they were all playing w/toilet paper rolls all over the place & she pointed to the minion saying it was his idea. lol The minion was totally shocked and said "WHAAAT?!"
419551477591_2818170	ITS SO FLUFFY!!!!!
419551477591_2818171	"It's so FLUFFY!"
419551477591_2818172	IT"S SO FLUFFY!!!!!
419551477591_2818173	"ITS SO FLUFFTY!!!!!!!!!!!!!!"
419551477591_2818174	It's so fluffy and Tha part when she tried tew cross her arms
419551477591_2818176	i luv the yellow things! WHAAAAAT??
419551477591_2818177	ITS SO FLUFFY!
419551477591_2818179	When the minions make Agnes a new unicorn and she says " It's Beautiful!" 
419551477591_2818180	It's   So  fluffy   Im  gonna  die  
419551477591_2818183	yea i agree with you  Delana Vickers  lol
419551477591_2818185	its so fluffy!!!!!!!!! and does this count as annoying plop plop plop plop tee hee
419551477591_2818188	It's So Fluffy I'm gonna Die!...and when she holds her breath cause she wanted a new unicorn....and when she says "Does this count as anoying?" and makes that sound..lol
419551477591_2818189	I like the it's so Fluffy!!!! :)
419551477591_2818191	does this count as annoying ?
419551477591_2818192	ITS SO FLUFFY!
419551477591_2818193	It's so fluffy is a given...and Ia shrink the moon, I grab the moon, I'm gonna sit on the toilet
419551477591_2818195	"Does this count as annoying" *cheek popping noise* & "IT'S SO FLUFFY!!"
419551477591_2818200	Def. The unicorn scene at the carnival
419551477591_2818205	ITS SO FLUFFY!!! 
419551477591_2818206	he's so fluffy am going to dieee!!!!!
419551477591_2818207	IT'S SO FLUFFY!!!!!!!!!!!!!!!!!!!!! definitely that one!
419551477591_2818208	It's so fluffayyyyy!!!!!!
419551477591_2818209	It's so fluffy I'm gonna die! And.... Does this count as annoying? Plop plop plop plop plop
419551477591_2818210	its so fuffy 
419551477591_2818211	Haha!  I think the reading of the book was one of my favorites :)
419551477591_2818212	"it's so fluffy I'm gonna die!!!  It's so FLUFFY!!!!"
419551477591_2818213	ITS SO FLUFFY I'M GONNA DIE! ITS SO FLUFFY!
419551477591_2818214	its so fluffy! 
419551477591_2818215	its so fluffy i could die
419551477591_2818216	i so love the irritating noses she makes.
419551477591_2818217	someone gots a frowny face:( BOOM! i got fluffy!!!
419551477591_2818219	when she says its soooo fluuufffyyy
419551477591_2818221	Is so fluffyyyyyyyyy!!!!
419551477591_2818223	That one is my sis's fav!
419551477591_2818227	"He's nice.""And scary.""..... Like Santa!"XD
419551477591_2818228	itsss so fluffyyyy
419551477591_2818229	its so fluffffaaayyyy!!!
419551477591_2818230	Its sooo FLUFFFYYYY!!!!!!
419551477591_2818231	unicorn song was eepppiicc!!
419551477591_2818232	"Its so fluffy!!!" cus my two year old like walking around going "Fluffehhh!" Just like Agnes.
419551477591_2818234	ITS SO FLUFFY!!!!!!
419551477591_2818236	I Like When They Are Laying In Bed And They're Like I Like Gru. He's Kinda Scary. Yeah Like Santa. Lol (:
419551477591_2818238	"IT'S SO FLUFFY!"  and when she was praying. SO CUTE! <3
419551477591_2818239	"No annoying sounds.""is this annoying?"*cheek slapping sound*<3
419551477591_2818242	the cheetos sene
419551477591_2818243	"aww, my catapillar never turned into a butterfly" "um, that's a cheeto" "oh, *crunch crunch* still good" and who could fail to mention "how about this *patting her cheeks to make that cute noise* is that annoying?" and "its so fluffy i'm gonna die!"
419551477591_2818244	IT'S SO FLUFFY I'M GUNNA DIE!
419551477591_2818247	It's so Fluffy!!!!!!!!
419551477591_2818248	"Why are you wearing pajamas?" XD
419551477591_2818249	actually it wasnt agnes that blamed the minions of the mess it was the middle girl with the pink hat..... and my favorite is when agnes gave the minions a kiss for the unicorn that they made... and its so fluffy..... is it sad that i related to agnes on so many levels and im 38 years old??? 
419551477591_2818250	its so FLUFFY!!!!!!!!!!!!!!!!!!!!!!!!!! lmao
