10151475870412592_10052264	Roni Pham
10150905247092592_7069789	Ana Luiza Abreu
10150905247092592_7070363	AWESOME
10150905247092592_7070990	OMG amaaazing!
10150905247092592_7072777	Omg that looks amazing!
10150905247092592_7072958	o my GAWDDDD >.<
10150905247092592_7080868	"papoy"
10150905247092592_7087478	Papoi? Aaahh Papoi!
10150905247092592_7100700	wow ang ganda
10150905247092592_7110387	So many....0.0
10150905247092592_7147365	omg!
10150905247092592_7179966	Kanitha Koko V lerng loy ha!
10150905247092592_7283776	AWESOME
10150905247092592_7399636	amazing!https://www.facebook.com/AnimDes
10150905247092592_7423428	dapat ako ang nauna makapunta dyan kasi the best ang despicable me sobra ang cutecute ng tatlong girls tignan nyo profile pic ko si agnes talagang laove ko ang despicable me
334877493256804_2184552	Banana *___*
334877493256804_2196756	mi pagina
334877493256804_2235355	ang kulet
400431493306412_5427569	ba ba ba ba ba na na ♥ Caan't wait to see it ^^
400431493306412_5427660	banana nananana potato
400431493306412_5427709	AHHHH
400431493306412_5428021	AMAZING
400431493306412_5432655	Babababananana. Poteto naaaaaaaa~ =))
400431493306412_5434862	omg i cant stop singing it ...bannanaaaaaaa potatooo naaaaaa
313610242025083_3940592	Al Pacino is going to ba gangster.
10150213981352592_16888517	AHHHH
10150213981352592_16888536	Papoy!!!
10150213981352592_16888593	IN 2013?!?!?!?!?!?!?!!?!?!!?!?!?!?!?!?!?!!?!?!?!?!?!?!?!?!?!?!!?!?!??!?!!??!?!?!?!?!?!?!?!?!?!?!?!?!!?!!??!?!?!?!?!!?!??!?!?!?!?!!?!?!?!?!!!!!!!!!!!!!!?!?!?!?!?!?!
10150213981352592_16888603	Omfgggg yayyyyy!!!!!!!
10150213981352592_16888710	AHHHHHHHHHHHHHHHHH!!!!!!!!!!
10150213981352592_16888853	Omg so long da worlds gna end 2012 Jayyy' Kayy'
10150213981352592_16888901	omg omg omg omg!!!!!!!!!! yay!
10150213981352592_16888967	Omg
10150213981352592_16889498	Omg!!! Yay!!! 
10150213981352592_16889555	Hip Hip Hooray!
10150213981352592_16889899	Too long.
10150213981352592_16889962	2013 ? Why so long ?
10150213981352592_16890336	AMAZING!
10150213981352592_16890878	Wnat?????
10150213981352592_16891199	Say wat!!!!!!""
10150213981352592_16891404	That's a looooonnnngggg time!!
10150213981352592_16892423	Omg I am sooo seeing thaaatt
10150213981352592_16893093	AAAHHHH!!!!! :)))
10150213981352592_16893375	Paaah poway?... No no no. Paaaah poway.... Oh. Paaah poway...
10150213981352592_16893475	OMG! Y so long?
10150213981352592_16895030	Papoy???lmao! Yesssss!!!!
10150213981352592_16899091	Banana!!!!
10150213981352592_16899732	papoy
10150213981352592_16967057	omg!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
167452283314675_1776841	Bannana!
174233335946531_2161920	Banana?
174233335946531_2161960	"Banana?"
174233335946531_2162051	whattttt!!!!!!! laalalalalalalabig boss......LOL
174233335946531_2162481	I want a minon!!!
174233335946531_2162758	gigity gigity gooo
174233335946531_2163148	Ahh, Pupoy!
125299064202566_666370	Banana!!!!!
119449558124781_496179	Hahaha, I love it.
119449558124781_496188	Banana?!
119449558124781_496195	ba-na-nuh?
119449558124781_496198	ahh no banana maybe apples
119449558124781_496223	Lmao
119449558124781_496224	Hi ppl say hi back plez
119449558124781_496275	potatos salads
119449558124781_496843	I can has banana?  
119449558124781_497166	Eat more bananas
119449558124781_497778	Buy a minon
119449558124781_498109	eat more bananas!!!!!!
182062765146612_2335004	Jason seagal
182062765146612_2335054	Jason seagal
182062765146612_2335102	i saw it
176253002408694_2205424	alluring, sexy...
176253002408694_2205691	I say Russian..
478854622591_3576699	AWWW!!!
478854622591_3579650	papoi
478854622591_3583538	no
478854622591_3584129	banana! (:
132985690094390_918445	Available at Pizza Hut!!
132985690094390_920621	Bananas are cool
132985690094390_923007	Banana
164925490217165_1901295	banana
164925490217165_1901299	Banana!
164925490217165_1901306	Banana 
164925490217165_1901314	Bannana 
164925490217165_1901316	Banana!
164925490217165_1901318	banana
164925490217165_1901321	Banana!!!
164925490217165_1901323	Banana!!!!!
164925490217165_1901325	Banana??? Banana!!!
164925490217165_1901327	Banana!!!
164925490217165_1901331	Banana!!!!-Hilarious:)
164925490217165_1901332	banana!
164925490217165_1901333	Bananaaaaaaaaaa! Papol!
164925490217165_1901336	Banana
164925490217165_1901337	Banana!!!
164925490217165_1901338	Banana
164925490217165_1901341	Copa bananna...
164925490217165_1901350	Banana!!!
164925490217165_1901360	Banana
164925490217165_1901369	Banana!
164925490217165_1901377	Banana!!!!!!!!
164925490217165_1901383	banana
164925490217165_1901389	banana
164925490217165_1901391	Banana
164925490217165_1901393	banana <3 :)
164925490217165_1901397	Banana =D
164925490217165_1901400	banana!
164925490217165_1901403	banana!!!
164925490217165_1901409	banana!
164925490217165_1901410	Banana!!!!
164925490217165_1901411	banana.
164925490217165_1901422	Banana :3
164925490217165_1901430	banana 
164925490217165_1901431	Banana banana banana banana banana!!!!!!!!!!
164925490217165_1901439	banana ftw!
164925490217165_1901446	Banana!!!!
164925490217165_1901450	Banana! :D
164925490217165_1901458	Banana,banana,banana,.........,apple!!!!!!!
164925490217165_1901470	Ba-nan-na!!! BAPPLE!! :)
164925490217165_1901474	Banana lmao
164925490217165_1901476	Banana!!!
164925490217165_1901479	Banana
164925490217165_1901481	BaNaNa!!!! <3
164925490217165_1901482	Banana
164925490217165_1901488	Banana !!! 
164925490217165_1901490	Banana :}
164925490217165_1901492	banana!
164925490217165_1901504	Banana!
164925490217165_1901511	Banana! Bapoi!!! Lol
164925490217165_1901512	probably "Banana"
164925490217165_1901540	Banana
164925490217165_1901544	Banana!!!!!!!! BAN-UHN-NAAAAAAAA!!!!!!!!!!!!!!!
164925490217165_1901556	Banana
164925490217165_1901558	Banana
164925490217165_1901563	a
164925490217165_1901565	Banana!lol
164925490217165_1901580	bwanana!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!=b
164925490217165_1901582	Banana!
164925490217165_1901596	BANaNA
164925490217165_1901597	BANaNA
164925490217165_1901611	banana
164925490217165_1901612	Banana!
164925490217165_1901613	banana!
164925490217165_1901617	Banana
164925490217165_1901627	Banana <3
164925490217165_1901638	Banana
164925490217165_1901645	Banana
164925490217165_1901647	Banana
164925490217165_1901684	banana
164925490217165_1901694	banana
164925490217165_1901709	Banana
164925490217165_1901720	Banana
164925490217165_1901721	banana!!! awsome!!!
164925490217165_1901746	Banana!
164925490217165_1901762	banana!!!gigity
164925490217165_1901773	Banana!
164925490217165_1901817	Banana
164925490217165_1901821	Banana! Papple!!!!
164925490217165_1901826	Banana
164925490217165_1901839	Banana!!!
164925490217165_1901872	Banana
164925490217165_1901883	Banana <3
164925490217165_1901952	Banana!!!
164925490217165_1901964	Banana!!!
164925490217165_1901987	Ba-NA-na !
164925490217165_1901988	banana!
164925490217165_1902003	banana
164925490217165_1902021	Banana
164925490217165_1902071	banana
164925490217165_1902114	Banana....HANDS DOWN....LOL!!!!!!
164925490217165_1902118	Banana!!!
164925490217165_1902130	Banana was hilarous!
164925490217165_1902138	Banana???  No no no no.......Mmmmm....popper.
164925490217165_1902166	Banana :D
164925490217165_1902193	Banana
164925490217165_1902244	Banana!
164925490217165_1902263	Banana
164925490217165_1902268	Banana!
164925490217165_1902271	bananana that how they say it bananana
164925490217165_1902331	Banana!!!!!!!!!
164925490217165_1902352	babana
164925490217165_1902386	banana
164925490217165_1902400	babana
164925490217165_1902416	Banana was mine ;)
164925490217165_1902419	Banana
164925490217165_1902482	Banana!!!!
164925490217165_1902519	Mine was banana ;-)
164925490217165_1902543	Banana
164925490217165_1902641	Banana!!! Haha
164925490217165_1902658	banana
164925490217165_1902685	Banana!!
164925490217165_1902737	Banana!!!
164925490217165_1902894	no not yet
164925490217165_1902902	Banana!!!!!!! 
164925490217165_1902908	Banana
164925490217165_1902939	Banana
164925490217165_1902973	banana!
164925490217165_1902979	bannana
164925490217165_1903060	definetly banana!!!! "Banana?"
164925490217165_1903081	banana!
164925490217165_1903131	banana
164925490217165_1903231	Banana!
164925490217165_1903244	Ba-nana!!!
164925490217165_1903312	Banana
164925490217165_1903338	Banana and Orientation day
164925490217165_1903370	Banana
164925490217165_1903566	BaNAna!!!!!!!
164925490217165_1903591	Banana!
164925490217165_1903602	Banana!
164925490217165_1903846	Banana!
164925490217165_1903860	Banana by far
164925490217165_1903885	Banana!!!!
164925490217165_1904024	Banana
164925490217165_1904044	Banana
164925490217165_1904106	Banana!
164925490217165_1904157	Banana!
164925490217165_1904189	Banana
164925490217165_1904425	banana
164925490217165_1904472	Banana
164925490217165_1904656	banana.............banana   =D
164925490217165_1904670	banana........ banana   =D
164925490217165_1904871	Banana!
164925490217165_1904884	Banana!
164925490217165_1905108	banana
164925490217165_1905169	Banana...no doubt
164925490217165_1905321	Banana!
164925490217165_1905330	Ba-na-na hands down!
164925490217165_1905438	banana
164925490217165_1905800	Banana
164925490217165_1905815	Banana
164925490217165_1906577	Banana!!!
164925490217165_1906863	Banna ..... banana! lol
164925490217165_1907125	Banana
164925490217165_1908866	Ba-na-na!!!
164925490217165_1912421	Banana!! :)
164925490217165_1912672	banana!!!!!
164925490217165_1912682	Banana + minion + me = :)
164925490217165_1913651	bannana!!!!!!!!!!!!
164925490217165_1919827	banana! :D
164925490217165_1922755	Banana :D
164925490217165_1925291	Banana? BANANAAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!
164925490217165_1926306	Banana!! XD
164925490217165_1934033	banana
164925490217165_1934394	Banana!!!!!! :-)
164925490217165_1936516	Banana.  :D
164925490217165_1936774	Banana! :)
164925490217165_1936911	Banana!!!!
164925490217165_1937554	Banana!
164925490217165_1937920	Banana!
164925490217165_1942689	banana!!
164925490217165_1943627	banana
164925490217165_1946850	Banana (:
164925490217165_1949801	Banana(:
164925490217165_3295185	banana
117377768332187_443978	Banana!!!!!
153144074733425_1568790	Hahaha it's so fluffy
153144074733425_1569724	I'm getting it Sunday!!!!!!
135916039800386_1030361	Pwnage
135916039800386_1030604	giggity
135916039800386_1035658	i saw it 5 times :D)))))
152166324830697_1533731	ADORABLEEE
152166324830697_1533790	eh papooy?kakaka paoppoyno no no no pappooyahh papoooy
173765905987276_2111542	Amazing!
173765905987276_2111803	"Lola...lola banana!"
172439776121234_2121077	Did the minion singing just say "banana?" XD
172439776121234_2121256	Co-pa, co-pa ca-baaa-naaaa! Haha
172439776121234_2123255	LOL  pa-poy
172439776121234_2125679	banana! -3-
180160988676210_2251327	AWESOME
180160988676210_2251332	Going bananas for banana! LOL
180160988676210_2251364	Banana!!!!
180160988676210_2251405	bannana!!!!!!! apple
180160988676210_2251800	Banana!!!..........Papple? PPPAAPPLLEE!!!!!!!
180160988676210_2251901	;( banana?
180160988676210_2259305	banana
109464775793330_3493585	Baboy? Wuhkindahbaboy?Nonononono. Baboy.Ahh Baboy!:D
144793625573089_1286746	dont say anything
133007130091026_937562	Wrong!
133007130091026_939243	yep.....you can say that again
144447632274807_1278914	Banana? As in....My spoon is too big?
173612826001618_2091164	Omg<3
146181702097219_1357963	Dippin Dippin Dippin Dots... Dippin Dippin Dippin Dots... Dippin Dippin Dippin Dots... Oh how I love Dippin Dots
111103725625299_262048	so buying it..
106642439408602_140151	Go Dog Go
168238779875531_1947849	Light bulb: pagina is dragon pie.
168238779875531_1947866	binary solo
151436671569473_1504827	i saw it!
172627856098421_2041355	Ikr
105036916234722_106039	PANCAKES
127555130638085_754529	lalalalala
134406889945891_989205	aww i want it!!!
167350099965063_1931165	:P
165760553458015_1875332	Waittt no I'm not...dang I failled :( ahaha
457575812591_3354669	aww! :)
457575812591_5136352	papoy? no no no, PA poy. OH papoy! A unicorn toy! yea yea yea, papoy!
101321519939523_26590	Omg Omg Omg finally!!!!!
456182422591_3344359	omg i want 1
456182422591_7100708	punta kayo sa phillipines pls..
1671398630588_82728845	:pop:
144233898957249_1280628	no
144233898957249_1280716	no
173759472640595_2023424	ALMOST!
173759472640595_2025929	To busy laughing.
138078786242155_1075765	TOy story gang!!
138078786242155_1075909	ts gang easilyyy
138078786242155_1075949	toy story gang !!!!
138078786242155_1076032	Toy story gang!
138078786242155_1076152	toy story gang
138078786242155_1076223	Toy story gang
138078786242155_1076292	Toy Story gang
138078786242155_1076480	Toy story gang!!!
138078786242155_1076596	toy story gang
138078786242155_1078118	minons
450152232591_3267077	AGH!
450152232591_6667239	banana
142596105787865_1224912	My dog.
142596105787865_1224931	Kanye's Ego
142596105787865_1224944	My managers! >:D
142596105787865_1226850	my siblings!!
142596105787865_1227821	a banana
142596105787865_1229702	anything i wanna! :)
142596105787865_1232143	my gut
142596105787865_1238785	My kitty!!!!!
142596105787865_1238794	an ant.... :)
160554780631514_1712779	I want a rihanna :):):)
147159051995930_1345396	salkjfhlsahgasdgasdgsag
122045594520642_594489	Lmao
122045594520642_594603	amazing!
155987431099682_1604565	omg yes!
155987431099682_1611010	no
155987431099682_1624363	no
440399612591_3163164	no
440399612591_3196955	no
156239424397450_1574527	Pikachu yo
128496593868975_777784	amazing :) <3
128496593868975_778113	omg <3
128496593868975_778347	omg is so funny
162485567099251_1695133	pa poy? yeah pa poy lol
162485567099251_1695281	AhaaaMinion poya poyaaaa
431532751375_13742093	I'm buying it!
431532751375_13742102	yay!!! guess what santa is brining me!
152407381448276_1458557	it is like a pig lol
152407381448276_1458575	ASSFACE
152407381448276_1459747	Yeah, not something you say to a lady
152407381448276_1460314	Lmao
145645118808218_1295407	Everyone is gonna say "ITS SO FLUFFY!!!"
145645118808218_1295417	Everyone is gonna say "ITS SO FLUFFY!!!"
145645118808218_1295450	Everyone is going to say "ITS SO FLUFFY!!!"
145645118808218_1295453	"papoy, no no no papoy! Ahh papoy."
145645118808218_1295672	hidhiogggggggggggggggggggggggggggggggggggggggggggggggggggggap;56575475747574r7546585879697fgv/l
145645118808218_1295680	hidhioggggggggggggggggggggggggggggggggg75747574r7546585879697fgv/l
145645118808218_1295687	hidhioggggggggggggggggggggggggggggggggg75747574r7546585879697fgv/l
145645118808218_1295992	Papoy? Ohhh papoy!! 
145645118808218_1296293	Para tu....papoy
145645118808218_1297067	i like so many!! 
145645118808218_1305185	para tú... popoy!
150987528262115_1405932	Gru-Ray!
420135297591_2830103	lmao my name's not VICtor, its VECTOR! lmao like wtf? hahaha
420135297591_2831377	Ita!
420135297591_2832063	squashing him
420135297591_2835937	"AWWWW POOP"
420135297591_2836018	aw poop
420135297591_2836590	Anges!!!
420135297591_2933131	many
420135297591_4127886	you are playing wii
420135297591_4772250	tag me
420135297591_8509915	na kai o graham se cartoon!!!! LOOOOL !!!! IDIOS OMWSSS!!!!!!!!!!!!!!!!!!!!!!!! :P Νίκη Νεβερμάιντ
420135297591_8661217	It's Not Piyama !!
420135297591_9242284	siting all day playing game
420135297591_9573453	Plano natin lumusob!
